text,reply_to_message_id,mentioned
"Добрый день!

У нас есть подходящая программа для Нового Года 🎄

Все мы знаем поговорку: ""Как встретишь Новый год, так его и проведешь!"" 
Мы приглашаем вас начать 2024 с бокала ледяного шампанского под зажигательные ритмы на острове Нуса Пенида, где вместо елки - зеленые пальмы, а вместо снега - соленый бриз.

https://mybalitrips.com/ru/new-year-penida/2325/?utm_m=996",2054203,False
"Ник: Your friend (@Danger874)
Телеграм ID: 5371480993
Карма: 1
Звание: Турист
На БалиФоруме уже: 18 дней.
Написал: 17 сообщений

Поставил:
Благодарностей: 0; Предупреждений: 0

Получил:
Благодарностей: 1; Предупреждений: 0

Прошлые ники: Artem Smirnov (@Smirnov139), Артем С (@Vb81611)",2054255,False
Инфо,2054255,False
"Здравствуйте❤️

Если вы хотели бы узнать побольше об островах Гили, почитайте пожалуйста,  статью о Гили Траванган, Мено и Аир на Балифоруме .
Билеты на Гили вы можете заказать онлайн.

На БалиФоруме есть подборка самых лучших отелей  на Гили Траванган, Гили Аир, Гили Мено.

Если вы жаждите общения находясь на островах, то мы приглашаем вас в чат  Кто сейчас на Гили?

Приятного вам отдыха!
С любовью и заботой, ваш Ботя",2054263,False
"Ботя, гили",2054261,False
"Может кто ездил на острова Гили? 
Расскажите рекомендации, какой остров больше понравился🙏🏻

И как добирались? 

Спасибо",,False
Не получается написать,2054255,False
"Спасибо, успокоили)",2054253,False
"Привет! 😊

Обеспечить комфортное и безопасное передвижение по острову можно удобными сервисами такси. Их тут несколько: GoJek, Grab, Bluebird, Maxim, InDrive. 🚕

Подробнее про такси на Бали  читайте на БалиФоруме.

Приятных вам поездок! С любовью и заботой, ваш Ботя 😊",2054252,False
"Была такая ситуация из-за праздников, всё ок)",2053744,False
"Ботя, такси",,False
"Думаю нигде, но можете поспрашивать в палатках",2054236,False
"Нашёл:

Крупнейшие торговые центры и магазины на Бали
Режим работы: вс — чт: 10:00−22:00, пт-вс: 10:00−23:00на карте…инстаграм…Сайт&...

Бали собирается открыть торговые центры в тестовом режиме
торговый центр Beachwalk Bali Согласно последнему заявлению министра внутренних дел № 39 от 2021 года, в&...

На Бали открылся самый большой торговый центр Living World
Где разом закупиться бытовыми товарами, одеждой, сходить в кино и развлечь ребенка? Любой ответит — в&nb...",2054249,False
"Ботя, торговые центры",2054246,False
Спасибо,2054234,False
Подскажите пожалуйста. В Убеде есть торговый центр?,,False
https://baliforum.ru/events?types=30&types=26,2054241,False
"Была аналогичная проблема, купили другую симку, она не заработала, вставили обратно старую и всё включилось через пару дней. Может и рандом какой-то, но хотя бы так все включилось.",2054226,False
А в чате Убуда не подсказали?,2054241,False
Ну вот в этом году я там была и не рискнула,2054238,False
Где встретить Новый год в Убуде? Ботя не знает)...,,False
"Если вы не регали на таможне, то в базе и не найдете информацию о регистрации. Надо ехать в офис оператора с паспортом и разбираться",2054226,False
Не видела таких,2054236,False
"На Кристал Бэй комфортно раньше было. Скоро буду там, пришлю видео ))",2054148,False
"Для более точного вам ответа,напишите пожалуйста,какая для вас хуже и почему.",2054213,False
"Здравствуйте! Подскажите пожалуйста, где можно купить пустую сим-карту, без тарифа? Провайдер не важен.",,False
"Там чисто отдых, в большинстве случаев, на выходные.
Если пляжи, рассмотрите Букит.",2054119,False
"Для тех кто убегает с перматы из-за нпвп
В Мандири просят китас, паспорт и ИНН (выписку с фнс) переведенную на инглиш/бахасу",,False
"Нашёл:

Новый год на Бали, Ньепи, День Тишины
В 2023 году балийский Новый год, Ньепи, будут праздновать 22 марта. В этот день запрещено включать с...

Новый год 2019 - 2020 на Бали
Если вы будете на Бали в Новый год и ищете себе друзей, чтобы отметить праздник вместе, пишите в&nbs...

Новый Год на Бали
Не нашел на форуме обсуждение этого вопроса, который меня очень интересует. Если не получиться ехать в&nb...",2054232,False
Ботя Новый год,,False
"Нашёл:

Как зарегистрировать свой IMEI? Регистрация телефона в Индонезии
Вы можете заранее оформить себе онлайн туристическую сим-карту (eSIM) в сервисе Airalo. Цены там выше, чем у&n...

В Индонезии начались блокировки телефонов
Дорогие друзья! Обсуждения вопроса регистрации телефона мы ведем в теме Как зарегистрировать свой телефон в&nb...

Балийские аналоги наших лекарств
Любой путешественник знает, что с собой в поездку нужно взять аптечку. Но, собираясь впопыхах, рискует ее&nbsp...",2054230,False
Ботя имеи,2054226,False
"Не могу скинуть , закрыто у вас",2054223,False
Вы прилетели и ещё не определились с жильём?,2054090,False
"Здравствуйте❤️

Адреса офисов операторов мобильной связи на Бали можно найти на Балифоруме.

Качественного вам интернета!
С любовью и заботой, ваш БалиБотя.",2054226,False
"Добрый день! Возникла проблема с imei, пытались обращаться к человеку, который занимается разблокировкой imei, но симка так и не стала работать, пишет, что имей не зарегистрирован. Но в офисе телкомсел, где покупали симку сказали, что imei зареган. Может ли быть такое, что дело просто в самой симке? 

Кто может помочь разобраться с этим?",,False
Спасибо 🎈,2054220,False
"Н макс или РСХ 150 , оба с АВS , год 22-23",2054221,False
"Всем привет, буду признательна за совет и обмен опытом, тех кто уже получал консульское заверение медицинских документов (перевод с английского на русский). На сайте консульства РФ (ссылку прикрепить не могу из-за правил чата) написано что нужно а) обратиться в местный нотариат б) местное министерство юстиции (Индонезии) в) обратиться в Консульство РФ. Подходит ли такой порядок для обычных мед справок?))
Ну и в целом, если кто-то в Индонезии запустил бизнес по оказанию услуг с легализацией, то я уже активно думаю обратиться к вам))
Простите, если информация уже была, и я не разобралась в навигации чата. Буду рада услышать ваше мнение по вопросу и всем хорошего дня",,False
Какой модели?),2054198,False
"Каждый возраст прекрасен по-своему ) да и главное не цифры в паспорте, а молодость в душЕ. А она у вас есть 😊",2054007,False
"Из чата
https://t.me/balichathealth/54071",2054213,False
"Я так поняла, что для обычного не требуется регистрация, главное соблюдать правила при съёмке здесь",2054209,False
Спасибо,2054215,False
"Здравствуйте❤️

На БалиФоруме можно найти контакты надежных и рекомендованных ренталов по байкам в теме Контакты по аренде машин и байков на Бали.
Особенная рекомендация Балифорума - компания Balimotion ➡️ @Balimotion - у них все байки со страховкой и всегда в отлично состоянии.

Приятных вам поездок по Бали!

Напомню, что вы можете задать свой вопрос, написав Боте личное сообщение. ☺️
С любовью и заботой, ваш БалиБотя",2054215,False
"Ботя, аренда авто",2054214,False
"Подскажите где лучше арендовать тачку, что бы адекватные цены были. Вдруг кто сталкивался",,False
Друзья!!! Подскажите плиз какую страховку лучше делать с китасом. Заранее спасибо,,False
"Курс валют на 27 December:

1 USD = 15 408 IDR
1 RUB = 168 IDR
1 EUR = 17 013 IDR
1 BTC = 42 178 USD
1 ETH = 2 218 USD


Текущий курс на сайтах: ЦБ Индонезии,  Permata Bank , HSBC Bank

Поменять валюту можно:
▪️  лучший и удобный вариант - в  верифицированных обменниках в чате   БалиФорум Обмен валют  (могут привезти домой). Предварительно прочтите про  безопасность при сделках .
▪️  в отделениях банков
▪️  в обменниках (например, в сети CentralKuta ). Обязательно прочтите статью  про обман в обменниках.

Внимание! Если меняетесь с новым для вас контрагентом, то делайте это только при личной встрече!
Ни в коем случае не меняйтесь с теми, кто сам написал вам в личку! Кем бы он не представлялся! (админом, компанией и тд). 

Если вам нужно  открыть счет в банке  - обращайтесь в @legalindonesia",,False
,2054210,False
Ботя прилив,,False
"Спасибо . Это я читал… но там нет конкретной информации … требуется или не требуется регистрация , если требуется то где и как это делается ? Может кто занимался этим.",2054206,False
"Да, отличная",2054192,False
https://baliforum.ru/p/gde-otprazdnovat-novyy-god-2024-anonsy-vecherinok,2054203,False
https://t.me/balichatnews/2033,2054204,False
"@Balimotion арендовали у них, доставили все быстро) после поломки шлема также его быстро заменили)",2054198,False
Здравствуйте ! Кто знает дрон для личного использования - надо где то регистрировать ?,,False
"Всем привет) 
Думаем как отметить Новый год, может посоветуете какие-то интересные места) либо может быть есть те кто тоже ищет себе компанию для празднования Нового Года?)",,False
Логично,2054200,False
@Balimotion,2054198,False
"Парень, через которого делала, сказал, что только в отделении Бали можно восстановить",2054190,False
"Привет! У меня есть классный неоновый провод длинный3-5. Метров, красный",2054197,False
"Приветствую всех. 
Будем на Бали с 5 января по 1 февраля в районе Куты. 
Подскажите пожалуйста компанию ( желательно с русскоговорящими), где можно арендовать хороший новый байк 150 кубов с доставкой до отеля по хорошей цене. 
Заранее благодарен",,False
"Всем привет!
Ребят подскажите, у кого и где можно купить неоновую вывеску/картинку? Желательно Чангу
🙏🏾",,False
"В чате Амеда спросите и закреп чата там посмотрите
@balichat_amedlovina",2054192,False
Тоже подумала об этом),2054190,False
"Посмотрите в статье на балифоруме, можно доставку заказать
https://baliforum.ru/p/dostavka-produktov-na-dom?utm_source=bot&utm_campaign=search&utm_content=bot_search_response&utm_medium=google",2054187,False
Проехать возможно?,,False
Знающим остров) вопрос - тут есть дорога? Из Амеда в Лавину,,False
,,False
"Расскажите потом, будет полезно",2054188,False
Спросите в фуд чате,2054187,False
Попробую,2054186,False
"Привет всем !) вопрос специфический 😅
Никто не знает где здесь можно купить говяжий язык? Мне кажется уже пол Бали проехала в поисках и все тщетно 🫣",,False
Думаю нет,2054181,False
,2054184,False
Ботя приливы,,False
Я уже тут) завтра на Бали) Ботя😊,2054182,False
"Привет! ☺️

Планируете визаран в Куала-Лумпур? Приглашаем вас ознакомиться с подробным путеводителем по малайзийской столице.

Оплатить покупку авиабилетов за рубли вам помогут  ПРОВЕРЕННЫЕ СЕРВИСЫ ОБМЕНА в чате ""Обмен валюты | Балифорум""

Приятной поездки! С любовью и заботой, ваш Ботя ☺️",2054181,False
"Супер, теоретически я могу это сделать и в Куала Лумпуре в их отделении?",,False
думаю за одно посещение перевыпустят,2054178,False
Кто терял карту? Сколько времени требуется на восстановление карты МAYBANK?,,False
"Здравствуйте❤️

Итак, обратный билет требуется при регистрации на рейс до Индонезии. Как правило, билет спрашивают на регистрации на рейс в пункте отправления. Однако в последнее время участились случаи, когда офицеры погранконтроля проверяют обратный билет и по прибытии на Бали. Причем, бронь их не всегда устраивает и приводит к депортации ее обладателя.

Если вы все же решили лететь с бронью, то можно купить реальную бронь на  kupitrip.online. Однако следует помнить, что, оформляя бронь, вы идете на риск.

Также рекомендую сервис Onwardticket. Там можно оформить бронь за $14.

Билет не должен быть обязательно обратно в тот пункт, из которого вы прилетели в Индонезию. Он может быть и в третью страну. Например, в Турцию, Таиланд, Сингапур итд. Для влетающих по визе КИТАС обратный билет не нужен.

Дата обратного билета должна быть в пределах срока действия вашей визы без учета продлений. Если вы прибываете по бизнес-визе, то не позднее 59 дней после влета в Индонезию.

Узнать подробнее, как приобрести обратный билет, можно в обсуждении  на Балифоруме.",2054175,False
